Info Date,Ticker,Company,Sector,Market Cap,Shares Outstanding,Open,Close,Volume,Change (%),1 Month Return (%),3 Month Return (%),6 Month Return (%),12 Month Return (%),3 Year Return (%),5 Year Return (%)
2025-05-02,ABG,Abacus Group,Equity Real Estate Investment Trusts (REITs),1041111142.45,893657633.0,1.15,1.165,1165241.0,1.3,6.39,1.3,-1.69,2.19,-64.59,-50.71
2025-05-02,AKG,Academies Australasia Group Ltd,Consumer Services,15250663.71,132614467.0,0.115,0.115,8694.0,0.0,15.0,27.78,-32.35,-39.47,-56.6,-62.9
2025-05-02,ABX,ABX Group Ltd,Materials,10037323.84,250933096.0,0.041,0.04,69425.0,-2.44,0.0,-9.09,-6.98,-34.43,-77.14,-55.56
2025-05-02,AX8,Accelerate Resources Ltd,Materials,5510320.98,787188712.0,0.007,0.007,0.0,0.0,16.67,-46.15,-22.22,-85.42,-85.42,-65.0
2025-05-02,ADC,Acdc Metals Ltd,Materials,3215330.59,74775130.0,0.043,0.043,0.0,0.0,-4.44,-14.0,-36.76,-33.85,,
2025-05-02,AX1,Accent Group Ltd,Consumer Discretionary Distribution & Retail,1064078080.52,565998979.0,1.855,1.88,963110.0,1.35,5.32,-14.16,-18.61,1.9,31.01,61.37
2025-05-02,ACQ,Acorn Capital Investment Fund Ltd,Not Applic,66084158.58,89302917.0,0.74,0.74,53736.0,0.0,0.0,-9.76,-15.91,-13.95,-50.67,-10.97
2025-05-02,ACF,Acrow Ltd,Capital Goods,322570099.95,307209619.0,1.05,1.05,934384.0,0.0,-3.67,-9.09,-1.87,-7.89,107.92,320.0
2025-05-02,ACS,Accent Resources NL,Materials,3785018.26,473127283.0,0.008,0.008,0.0,0.0,33.33,33.33,33.33,14.29,-86.67,60.0
2025-05-02,ACE,Acusensus Ltd,Software & Services,145626896.48,140025862.0,1.015,1.04,27231.0,2.46,-1.42,-15.45,16.85,50.72,,
2025-05-02,ACW,Actinogen Medical Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",85782975.51,3177147241.0,0.027,0.027,1509861.0,0.0,-20.59,0.0,8.0,-27.96,-67.98,45.41
2025-05-02,AIV,Activex Ltd,Materials,1293015.46,215502577.0,0.006,0.006,0.0,0.0,-33.33,-25.0,-45.45,-14.29,-89.47,-95.38
2025-05-02,ACR,ACRUX Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",9368249.42,407315192.0,0.024,0.023,171564.0,-4.17,-4.17,-28.12,-55.77,-63.49,-70.89,-84.14
2025-05-02,ATV,Activeport Group Ltd,Software & Services,6164793.78,684977087.0,0.0085,0.009,311783.0,5.88,-40.0,-47.06,-52.63,-89.77,-93.57,
2025-05-02,ACU,Acumentis Group Ltd,Real Estate Management & Development,16166218.36,221455046.0,0.073,0.073,0.0,0.0,-3.95,-22.34,-7.59,-1.35,-41.6,7.35
2025-05-02,ADH,Adairs Ltd,Consumer Discretionary Distribution & Retail,433018064.15,176742067.0,2.39,2.45,477023.0,2.51,17.22,-7.89,-4.3,17.22,-13.73,60.13
2025-05-02,1AD,Adalta Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",3216113.79,643222759.0,0.006,0.005,4276799.0,-16.67,-28.57,-72.22,-72.97,-82.14,-92.65,-92.16
2025-05-02,ADG,Adelong Gold Ltd,Materials,8384917.19,1397486198.0,0.006,0.006,564910.0,0.0,20.0,20.0,20.0,100.0,-82.86,-27.4
2025-05-02,AHL,Adrad Holdings Ltd,Automobiles & Components,51220961.19,81303113.0,0.655,0.63,12724.0,-3.82,3.28,-18.18,-12.5,-40.28,,
2025-05-02,ADR,Adherium Ltd,Health Care Equipment & Services,5307296.46,758185209.0,0.007,0.007,1320300.0,0.0,-30.0,-41.67,-36.36,-65.0,-95.11,-98.47
2025-05-02,AI1,Adisyn Ltd,Software & Services,36838605.4,722325596.0,0.05,0.051,140801.0,2.0,-5.56,-51.43,-21.54,155.0,-36.25,
2025-05-02,ADD,Adavale Resources Ltd,Energy,4574558.44,2287279222.0,0.002,0.002,570318.0,0.0,-20.0,0.0,-20.0,-60.0,-94.79,-77.49
2025-05-02,ADY,Admiralty Resources NL,Materials,10517917.6,2629479399.0,0.004,0.004,443615.0,0.0,-20.0,-20.0,-42.86,-42.86,-75.0,-20.0
2025-05-02,AD1,Adneo Ltd,Media & Entertainment,7759568.14,146406946.0,0.053,0.053,0.0,0.0,8.16,10.42,-11.67,-41.11,-74.76,-55.83
2025-05-02,ABY,Adore Beauty Group Ltd,Consumer Discretionary Distribution & Retail,68119497.8,93957928.0,0.71,0.725,601.0,2.11,-3.97,-14.71,-28.92,-35.27,-56.46,
2025-05-02,ADT,Adriatic Metals Plc,Materials,1258428695.76,303968284.0,4.18,4.14,265018.0,-0.96,-0.48,-0.48,-2.13,-9.21,63.64,239.34
2025-05-02,ADS,Adslot Ltd,Software & Services,5434664.8,5434664801.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,-50.0,-93.94,-92.31
2025-05-02,AVM,Advance Metals Ltd,Materials,11985950.7,214034834.0,0.056,0.056,0.0,0.0,16.67,43.59,36.59,133.33,-82.5,-72.73
2025-05-02,AHI,Advanced Health Intelligence Ltd,Software & Services,25813568.38,280582265.0,0.092,0.092,0.0,0.0,-26.4,-20.0,-45.88,-5.15,-91.56,-73.33
2025-05-02,AER,Aeeris Ltd,Media & Entertainment,3819340.62,73448858.0,0.052,0.052,0.0,0.0,-7.14,-14.75,-38.82,-33.33,-58.4,-35.0
2025-05-02,AV1,Adveritas Ltd,Software & Services,72975698.95,793214119.0,0.093,0.092,30014.0,-1.08,15.0,0.0,12.2,43.75,-2.13,6.98
2025-05-02,ANO,Advance Zinctek Ltd,Materials,48835615.14,62609763.0,0.78,0.78,0.0,0.0,-1.27,-2.5,1.96,8.33,-64.06,-82.51
2025-05-02,AEI,Aeris Environmental Ltd,Commercial & Professional Services,12299727.55,245994551.0,0.05,0.05,10000.0,0.0,0.0,-39.02,-43.82,-29.58,-34.21,-92.0
2025-05-02,ABV,Advanced Braking Technology Ltd,Automobiles & Components,33110654.63,385007612.0,0.083,0.086,402192.0,3.61,7.5,-2.27,1.18,62.26,138.89,309.52
2025-05-02,ADX,ADX Energy Ltd,Energy,14975291.16,575972737.0,0.025,0.026,416552.0,4.0,8.33,-3.7,-74.0,-77.39,-67.5,-56.67
2025-05-02,AML,Aeon Metals Ltd,Materials,5482003.11,1096400622.0,0.005,0.005,0.0,0.0,-9.09,0.0,-50.0,-73.68,-91.07,-97.37
2025-05-02,AIS,Aeris Resources Ltd,Materials,183976144.81,968295499.0,0.19,0.19,0.0,0.0,0.0,26.67,-13.64,-25.49,-75.7,-22.22
2025-05-02,AMX,Aerometrex Ltd,Commercial & Professional Services,23272706.55,94990639.0,0.25,0.245,11080.0,-2.0,8.89,-14.04,-21.6,-27.94,-38.75,-84.69
2025-05-02,A1G,African Gold Ltd,Materials,64802676.51,480019826.0,0.135,0.135,618480.0,0.0,35.0,114.29,62.65,394.98,20.11,159.39
2025-05-02,AFL,Af Legal Group Ltd,Commercial & Professional Services,10499408.46,91299204.0,0.11,0.115,131217.0,4.55,0.0,-17.86,-17.86,-28.12,-72.6,-30.82
2025-05-02,AFP,Aft Pharmaceuticals Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",245387048.4,104866260.0,2.34,2.34,0.0,0.0,1.74,-6.02,-18.75,-15.52,-28.66,-38.42
2025-05-02,AMN,Agrimin Ltd,Materials,17163138.75,343262775.0,0.05,0.05,187198.0,0.0,-21.87,-62.96,-62.96,-76.74,-90.74,-82.35
2025-05-02,AGR,Aguia Resources Ltd,Materials,55527120.65,1461240017.0,0.039,0.038,338324.0,-2.56,-22.45,35.71,-24.0,123.53,-23.53,-49.93
2025-05-02,AGL,AGL Energy Ltd,Utilities,7184940448.44,672747233.0,10.68,10.68,1555654.0,0.0,-0.28,-7.29,1.42,13.02,23.04,-34.96
2025-05-02,AIM,Ai-Media Technologies Ltd,Commercial & Professional Services,146169832.9,208814047.0,0.72,0.7,79378.0,-2.78,-5.41,-3.45,-17.16,105.88,55.56,
2025-05-02,AFT,Afg 2023-1 Trust in Respect of Series 2023-1,Not Applic,9020528.01,9020528009.0,0.001,0.001,0.0,0.0,,,,,,
2025-05-02,ART,Airtasker Ltd,Media & Entertainment,147589043.55,454120134.0,0.34,0.325,320847.0,-4.41,16.07,-23.53,14.04,20.37,-30.85,
2025-05-02,AKO,Akora Resources Ltd,Materials,16389931.32,136582761.0,0.12,0.12,12666.0,0.0,-5.88,-14.29,-7.69,-20.0,-52.45,
2025-05-02,APW,Aims Property Securities Fund,Equity Real Estate Investment Trusts (REITs),109071753.35,44519083.0,2.45,2.45,1224.0,0.0,1.66,36.11,49.39,57.05,113.97,96.79
2025-05-02,AGI,Ainsworth Game Technology Ltd,Consumer Services,326690111.13,336793929.0,0.965,0.97,1676107.0,0.52,23.57,38.57,36.62,-19.17,-8.92,142.5
2025-05-02,A1M,Aic Mines Ltd,Materials,201488924.0,575682640.0,0.335,0.35,1175202.0,4.48,-4.11,0.0,-1.41,-25.53,-44.44,29.94
2025-05-02,AIZ,Air New Zealand Ltd,Transportation,1802438482.14,3337849041.0,0.54,0.54,322070.0,0.0,-4.42,-5.26,13.68,9.09,-32.08,-25.93
2025-05-02,AJL,AJ Lucas Group Ltd,Capital Goods,8254377.78,1375729630.0,0.006,0.006,401402.0,0.0,-33.33,-25.0,-33.33,-50.0,-92.0,-88.68
2025-05-02,AUQ,Alara Resources Ltd,Materials,20106451.15,718087541.0,0.026,0.028,422622.0,7.69,-26.32,-15.15,-42.86,-58.21,-46.15,133.33
2025-05-02,AAI,Alcoa Corporation,Materials,2341657701.55,61092035.0,38.75,38.33,165718.0,-1.08,-20.97,-32.77,-37.62,,,
2025-05-02,ALB,Albion Resources Ltd,Materials,6728599.98,131933333.0,0.054,0.051,521143.0,-5.56,2.0,24.39,2.0,-10.53,-65.58,
2025-05-02,AAL,Alfabs Australia Ltd,Capital Goods,48235186.4,120587966.0,0.42,0.4,92103.0,-4.76,6.67,-3.61,25.0,,,
2025-05-02,ALC,Alcidion Group Ltd,Health Care Equipment & Services,114150979.16,1342952696.0,0.086,0.085,612702.0,-1.16,7.59,23.19,60.38,63.46,-51.43,-44.1
2025-05-02,ALY,Alchemy Resources Ltd,Materials,6479419.41,1178076256.0,0.0055,0.0055,0.0,0.0,-21.43,-21.43,-21.43,-31.25,-85.53,-52.05
2025-05-02,ARN,Aldoro Resources Ltd,Materials,62094264.75,177412185.0,0.45,0.35,2016174.0,-22.22,-5.41,20.69,297.73,400.0,27.27,180.0
2025-05-02,1AI,Algorae Pharmaceuticals Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",10124368.39,1687394731.0,0.006,0.006,203709.0,0.0,20.0,0.0,0.0,-40.0,1.25,-62.61
2025-05-02,AJX,Alexium International Group Ltd,Materials,14277858.04,1586428671.0,0.009,0.009,0.0,0.0,12.5,-28.0,-25.0,-25.0,-83.02,-84.48
2025-05-02,AQI,Alicanto Minerals Ltd,Materials,25444289.28,848142976.0,0.03,0.03,1014500.0,0.0,0.0,-18.92,-14.29,42.29,-66.26,-58.04
2025-05-02,AQX,Alice QUEEN Ltd,Materials,6881340.41,1146890068.0,0.006,0.006,0.0,0.0,9.09,-33.33,-20.0,20.0,-94.17,-98.16
2025-05-02,AQZ,Alliance Aviation Services Ltd,Transportation,431348677.32,160950999.0,2.74,2.68,22840.0,-2.19,-0.74,-2.9,1.13,-14.38,-29.29,30.73
2025-05-02,ALK,Alkane Resources Ltd,Materials,472322675.76,605541892.0,0.815,0.78,1201637.0,-4.29,13.04,32.2,41.82,32.2,-23.53,11.43
2025-05-02,AII,Almonty Industries Inc,Materials,64091585.25,23306031.0,2.76,2.75,159564.0,-0.36,16.53,103.7,177.78,304.41,189.47,
2025-05-02,AXN,Alliance Nickel Ltd,Materials,27581905.37,725839615.0,0.035,0.038,112465.0,8.57,18.75,8.57,0.0,5.56,-73.79,-0.03
2025-05-02,ALM,Alma Metals Ltd,Energy,7931726.5,1586345300.0,0.005,0.005,0.0,0.0,0.0,0.0,-16.67,-50.0,-81.48,-82.76
2025-05-02,AGE,Alligator Energy Ltd,Energy,112334381.01,3873599345.0,0.029,0.029,4546190.0,0.0,-17.14,-14.71,-36.96,-53.97,-65.48,866.67
2025-05-02,ALR,Altair Minerals Ltd,Materials,8593488.37,4296744184.0,0.002,0.002,2000000.0,0.0,-33.33,-20.0,-33.33,-33.33,-83.33,-60.0
2025-05-02,ALQ,Als Ltd,Commercial & Professional Services,8339836308.8,484874204.0,17.45,17.2,1277289.0,-1.43,10.33,4.69,22.68,32.82,31.3,158.65
2025-05-02,AZI,Altamin Ltd,Materials,13788069.41,574502892.0,0.024,0.024,2778.0,0.0,-14.29,0.0,4.35,-35.75,-64.27,-63.78
2025-05-02,ATC,Altech Batteries Ltd,Materials,76103489.43,2002723406.0,0.038,0.038,858772.0,0.0,-8.43,-17.39,-17.39,-37.54,-57.07,-9.31
2025-05-02,A4N,Alpha Hpa Ltd,Materials,1017056245.24,1136375693.0,0.91,0.895,1976436.0,-1.65,9.15,-7.25,-11.39,-12.68,35.61,477.42
2025-05-02,AGH,Althea Group Holdings Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",17274082.77,822575370.0,0.022,0.021,59766.0,-4.55,-4.55,-38.24,-56.25,-27.59,-87.27,-94.62
2025-05-02,AIQ,Alternative Investment Trust,Not Applic,46701332.0,31661920.0,1.475,1.475,0.0,0.0,0.0,5.36,1.72,10.49,34.09,34.09
2025-05-02,ATH,Alterity Therapeutics Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",82146336.17,9127370686.0,0.009,0.009,1588731.0,0.0,12.5,-25.0,200.0,50.0,-52.63,-55.0
2025-05-02,ALV,Alvo Minerals Ltd,Materials,5623626.53,117158886.0,0.048,0.048,199402.0,0.0,-29.53,-4.66,-45.98,-63.98,-83.23,
2025-05-02,3DA,Amaero Ltd,Capital Goods,182860439.15,690039393.0,0.25,0.265,192706.0,6.0,-1.85,-23.19,-24.29,-36.9,-1.85,55.88
2025-05-02,AMA,AMA Group Ltd,Commercial & Professional Services,358694663.77,4782595517.0,0.071,0.075,59296819.0,5.63,27.12,41.51,19.05,31.04,-66.0,-74.56
2025-05-02,AW1,American West Metals Ltd,Materials,28595641.2,595742525.0,0.051,0.048,573233.0,-5.88,11.63,-2.04,-33.33,-66.9,-75.38,
2025-05-02,AMO,Ambertech Ltd,Technology Hardware & Equipment,15264765.28,95404783.0,0.16,0.16,987.0,0.0,6.67,0.0,-3.03,-45.76,-50.0,300.0
2025-05-02,AMC,Amcor Plc,Materials,9060958296.0,645367400.0,14.26,14.04,5899582.0,-1.54,-9.54,-10.52,-12.3,-2.84,-16.92,3.77
2025-05-02,ARR,American Rare EARTHS Ltd,Materials,139541407.23,507423299.0,0.28,0.275,403997.0,-1.79,1.85,1.85,10.0,-8.33,-32.93,1864.29
2025-05-02,AMH,Amcil Ltd,Not Applic,336322037.1,315795340.0,1.07,1.065,39192.0,-0.47,-0.93,-8.19,-8.97,-2.29,-11.25,31.48
2025-05-02,AL3,AML3D Ltd,Capital Goods,80661089.25,537740595.0,0.15,0.15,1068899.0,0.0,-9.09,7.14,-14.29,150.0,109.35,-15.1
2025-05-02,ALD,Ampol Ltd,Energy,5671589956.2,238302099.0,23.73,23.8,887622.0,0.29,1.71,-18.21,-15.93,-33.0,-29.69,1.71
2025-05-02,AOV,Amotiv Ltd,Automobiles & Components,1069330431.06,136568382.0,7.66,7.83,313626.0,2.22,-12.02,-27.77,-26.13,-23.24,-39.02,-7.71
2025-05-02,ANR,Anatara Lifesciences Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",1173610.5,213383727.0,0.005,0.0055,8000.0,10.0,-21.43,-89.62,-90.68,-88.78,-93.95,-96.73
2025-05-02,ATX,Amplia Therapeutics Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",20173538.79,387952669.0,0.052,0.052,9482.0,0.0,-23.53,-40.23,-54.78,-14.43,-54.51,-32.99
2025-05-02,AMP,AMP Ltd,Financial Services,3265944392.31,2531739839.0,1.295,1.29,7960482.0,-0.39,5.74,-27.73,-9.79,21.13,11.21,-4.09
2025-05-02,AN1,Anagenics Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",3970562.88,496320360.0,0.008,0.008,0.0,0.0,14.29,14.29,-52.94,-57.89,-84.47,-96.06
2025-05-02,AEL,Amplitude Energy Ltd,Energy,490510484.44,2651408024.0,0.185,0.185,1740249.0,0.0,-5.13,-7.5,12.12,-7.5,-31.88,-49.99
2025-05-02,ANX,ANAX Metals Ltd,Materials,4414037.83,882807567.0,0.005,0.005,0.0,0.0,-37.5,-50.0,-58.33,-80.0,-95.65,-64.29
2025-05-02,AM5,Antares Metals Ltd,Materials,4633676.09,514852899.0,0.009,0.009,1511000.0,0.0,0.0,-35.71,-25.0,-63.67,-95.46,
2025-05-02,ATM,Aneka Tambang (Persero) TBK (PT),Materials,1238466.55,1303649.0,0.95,0.95,0.0,0.0,-4.52,5.56,4.97,-13.64,-20.17,-5.0
2025-05-02,ADN,Andromeda Metals Ltd,Materials,85718192.23,3428727689.0,0.015,0.025,152487757.0,66.67,212.5,316.67,257.14,38.89,-75.0,-45.65
2025-05-02,ASL,Andean Silver Ltd,Materials,154010542.35,158773755.0,1.055,0.97,619839.0,-8.06,-15.65,-15.28,-26.79,95.96,454.29,
2025-05-02,ASN,Anson Resources Ltd,Materials,77657246.18,1386736539.0,0.054,0.056,257840.0,3.7,-1.75,-8.2,-20.0,-51.3,-61.38,211.11
2025-05-02,ADO,Anteotech Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",21642402.6,2705300325.0,0.008,0.008,5529961.0,0.0,-38.46,-52.94,-68.97,-66.39,-92.99,-63.33
2025-05-02,ANN,Ansell Ltd,Health Care Equipment & Services,4509696915.6,145944884.0,30.15,30.9,348276.0,2.49,-10.25,-12.64,-0.03,22.77,13.1,9.61
2025-05-02,AZY,Antipa Minerals Ltd,Materials,275721850.08,574420521.0,0.52,0.48,6069468.0,-7.69,-1.03,41.18,92.0,317.39,11.63,152.63
2025-05-02,AVR,Anteris Technologies Global Corp,Health Care Equipment & Services,127778068.4,15394948.0,8.55,8.3,37616.0,-2.92,35.62,-10.66,-18.63,-61.75,-51.18,10.08
2025-05-02,APA,APA Group,Utilities,10644618065.28,1304487508.0,8.25,8.16,2918101.0,-1.09,2.64,19.65,20.0,-1.21,-28.98,-23.74
2025-05-02,APC,APC Minerals Ltd,Materials,2636400.36,292933373.0,0.009,0.009,0.0,0.0,-18.18,-1.1,-67.86,-91.96,-99.54,-99.57
2025-05-02,AAU,Antilles Gold Ltd,Materials,8505470.73,2126367683.0,0.0035,0.004,1651000.0,14.29,0.0,0.0,0.0,-66.67,-93.75,-85.51
2025-05-02,AHX,Apiam Animal Health Ltd,Health Care Equipment & Services,77255859.66,183942523.0,0.41,0.42,7505.0,2.44,13.51,3.7,-19.23,5.0,-46.66,-9.21
2025-05-02,ANZ,ANZ Group Holdings Ltd,Banks,88368413598.28,2971365622.0,29.99,29.74,3292110.0,-0.83,0.88,-2.87,-4.28,5.91,9.81,90.33
2025-05-02,AON,Apollo Minerals Ltd,Materials,16712224.18,928456899.0,0.017,0.018,251256.0,5.88,0.0,33.33,-25.0,-25.0,-78.82,-10.0
2025-05-02,APX,Appen Ltd,Software & Services,208758270.25,264250975.0,0.81,0.79,7677121.0,-2.47,-18.97,-71.27,-58.85,27.42,-86.58,-96.47
2025-05-02,AQN,Aquirian Ltd,Commercial & Professional Services,31252885.65,99215510.0,0.31,0.315,511563.0,1.61,6.78,31.25,50.0,61.54,-12.5,
2025-05-02,ARB,ARB Corporation Ltd,Automobiles & Components,2617976024.96,83163152.0,31.46,31.48,156454.0,0.06,-0.88,-20.08,-24.0,-16.83,-21.5,113.71
2025-05-02,ARU,Arafura Rare EARTHS Ltd,Materials,480544094.75,2464328691.0,0.2,0.195,6716379.0,-2.5,18.18,50.0,25.81,0.0,-50.63,174.65
2025-05-02,ARC,ARC Funds Ltd,Financial Services,5085821.84,46234744.0,0.12,0.11,28156.0,-8.33,20.88,-12.0,13.4,15.79,-79.05,54.39
2025-05-02,AM7,Arcadia Minerals Ltd,Materials,2112901.79,117383433.0,0.018,0.018,51091.0,0.0,0.0,-10.0,-47.06,-75.34,-93.68,
2025-05-02,AR9,Archtis Ltd,Software & Services,18141930.45,287967150.0,0.062,0.063,96855.0,1.61,6.78,-10.0,-10.0,-21.25,-62.94,-16.0
2025-05-02,ARL,Ardea Resources Ltd,Materials,92581682.6,210412915.0,0.44,0.44,103.0,0.0,6.02,14.29,11.39,-35.77,-73.25,92.01
2025-05-02,AXE,Archer Materials Ltd,Semiconductors & Semiconductor Equipment,68808693.51,254847013.0,0.27,0.27,158843.0,0.0,-10.0,-29.87,-3.57,-44.9,-68.79,45.95
2025-05-02,ADV,Ardiden Ltd,Materials,8752450.84,62517506.0,0.14,0.14,45989.0,0.0,3.7,-3.45,-3.45,-9.68,-78.29,8.53
2025-05-02,ARF,Arena REIT,Equity Real Estate Investment Trusts (REITs),1518401018.31,398530451.0,3.79,3.81,737369.0,0.53,8.55,-2.06,-3.54,3.81,-21.44,73.97
2025-05-02,AGN,Argenica Therapeutics Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",89664991.5,128092845.0,0.715,0.7,57711.0,-2.1,-9.09,0.0,-9.09,19.66,52.17,
2025-05-02,ALI,Argo Global Listed Infrastructure Ltd,Not Applic,423109859.76,177777252.0,2.29,2.38,257127.0,3.93,4.39,1.71,3.48,17.24,-4.42,10.19
2025-05-02,RGT,Argent Biopharma Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",9022894.12,72183153.0,0.115,0.125,17984.0,8.7,-21.88,-10.71,-59.68,-68.35,-99.48,-99.55
2025-05-02,ARD,Argent Minerals Ltd,Materials,30358450.08,1445640480.0,0.022,0.021,2565695.0,-4.55,-19.23,0.0,-25.0,31.25,-19.23,23.53
2025-05-02,ARG,Argo Investments Ltd,Not Applic,6655597848.48,763256634.0,8.66,8.72,433987.0,0.69,0.46,-3.33,-0.46,1.4,-8.69,21.11
2025-05-02,AGY,Argosy Minerals Ltd,Materials,27662497.75,1455920934.0,0.018,0.019,494683.0,5.56,-9.52,-29.63,-52.5,-84.8,-95.82,-52.5
2025-05-02,ARA,Ariadne Australia Ltd,Commercial & Professional Services,90834842.82,195343748.0,0.465,0.465,21156.0,0.0,-3.12,-7.0,-6.06,-9.71,-36.73,16.25
2025-05-02,ARI,Arika Resources Ltd,Materials,17104733.23,633508638.0,0.027,0.027,0.0,0.0,28.57,-6.9,-3.57,35.0,-59.95,7.83
2025-05-02,ALL,Aristocrat Leisure Ltd,Consumer Services,41788805911.71,625487291.0,66.61,66.81,1410922.0,0.3,2.0,-11.59,8.63,69.83,98.48,178.33
2025-05-02,AZL,Arizona Lithium Ltd,Materials,31932701.7,4561814528.0,0.007,0.007,17286672.0,0.0,16.67,-41.67,-56.25,-66.67,-96.0,40.0
2025-05-02,AHK,Ark Mines Ltd,Materials,8871426.08,55446413.0,0.19,0.16,9767.0,-15.79,18.52,3.23,-23.81,14.29,-68.63,370.59
2025-05-02,ALA,Arovella Therapeutics Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",102996747.85,1183870665.0,0.085,0.087,820153.0,2.35,7.41,-54.21,-53.6,-27.5,123.08,97.48
2025-05-02,A1N,Arn Media Ltd,Media & Entertainment,173742957.02,313050373.0,0.56,0.555,55143.0,-0.89,-8.26,-17.16,-22.38,-33.53,-67.35,-49.55
2025-05-02,ARX,Aroa Biosurgery Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",155205115.2,344900256.0,0.45,0.45,129946.0,0.0,7.14,-22.41,-25.0,-10.0,-49.44,
2025-05-02,ARV,Artemis Resources Ltd,Materials,17699705.16,2528529308.0,0.007,0.007,6130592.0,0.0,-22.22,-12.5,-50.0,-58.82,-88.33,-77.42
2025-05-02,ATG,Articore Group Ltd,Consumer Discretionary Distribution & Retail,44450413.77,286776863.0,0.15,0.155,92293.0,3.33,-22.5,-29.55,-52.31,-63.95,-86.4,-79.61
2025-05-02,AMD,Arrow Minerals Ltd,Materials,19641012.54,853957067.0,0.024,0.023,830860.0,-4.17,-28.12,-42.5,-23.33,-74.44,-71.25,-77.0
2025-05-02,AYA,ARTRYA Ltd,Health Care Equipment & Services,75546191.03,112755509.0,0.62,0.67,324088.0,8.06,-8.84,-25.97,35.35,119.67,-22.09,
